classe,name_img,set
aeroplane,2009_005120,train
train,2009_005126,train
aeroplane,2009_005127,train
train,2009_005128,train
boat,2009_005129,train
horse,2009_005130,train
bird,2009_005131,train
bird,2009_005137,validation
aeroplane,2009_005142,train
chair diningtable,2009_005145,train
train,2009_005148,validation
train,2009_005149,validation
bird,2009_005152,validation
dog,2009_005153,validation
horse,2009_005161,validation
dog,2009_005162,train
chair,2009_005163,train
chair diningtable,2009_005165,validation
chair diningtable,2009_005171,validation
chair,2009_005183,train
dog,2009_005185,validation
aeroplane,2009_005189,validation
bird,2009_005191,train
sheep,2009_005193,validation
bird,2009_005198,train
chair diningtable,2009_005202,validation
chair,2009_005204,validation
chair diningtable,2009_005205,validation
aeroplane,2009_005210,validation
aeroplane,2009_005215,validation
chair,2009_005216,validation
horse,2009_005217,validation
aeroplane,2009_005218,train
train,2009_005220,validation
dog,2009_005225,validation
cow,2009_005229,validation
aeroplane,2009_005232,validation
bird,2009_005234,train
boat,2009_005239,validation
train,2009_005246,train
chair,2009_005257,validation
bird,2009_005260,validation
bird,2009_005262,validation
chair,2009_005263,train
cow,2009_005267,validation
boat,2009_005268,validation
horse,2009_005269,train
dog,2009_005272,train
chair diningtable,2009_005278,train
bird,2009_005282,train
chair,2009_005286,validation
train,2009_005287,train
chair,2009_005288,validation
train,2009_005292,validation
chair,2009_005300,validation
train,2009_005303,train
cow,2009_005307,train
chair diningtable,2009_005311,train
diningtable,2010_000001,validation
sheep,2010_000002,train
chair dog,2010_000003,validation
dog,2010_000014,train
chair,2010_000015,validation
chair,2010_000018,train
dog,2010_000020,validation
bird,2010_000023,train
boat,2010_000024,validation
dog,2010_000026,train
dog,2010_000033,validation
horse,2010_000038,validation
dog,2010_000045,train
sheep,2010_000052,train
dog,2010_000061,train
cow,2010_000063,train
horse,2010_000071,train
dog,2010_000072,validation
dog,2010_000074,validation
bird,2010_000075,train
dog,2010_000079,train
train,2010_000080,train
dog,2010_000082,train
boat,2010_000084,validation
train,2010_000085,validation
diningtable,2010_000088,validation
sheep,2010_000089,train
chair dog,2010_000090,validation
aeroplane,2010_000091,train
horse,2010_000095,validation
dog,2010_000098,validation
bird,2010_000103,train
dog,2010_000110,validation
aeroplane,2010_000111,train
sheep,2010_000117,train
dog,2010_000124,train
dog,2010_000127,validation
train,2010_000136,train
horse,2010_000138,train
horse sheep,2010_000139,validation
dog,2010_000140,validation
boat,2010_000145,validation
bird,2010_000151,validation
dog,2010_000152,train
dog,2010_000159,validation
dog,2010_000162,validation
bird,2010_000169,train
dog,2010_000170,validation
diningtable,2010_000174,validation
chair diningtable,2010_000177,train
chair diningtable,2010_000178,validation
dog,2010_000183,train
bird,2010_000184,validation
sheep,2010_000189,train
sheep,2010_000190,train
aeroplane,2010_000193,validation
boat,2010_000195,train
aeroplane,2010_000196,validation
bird,2010_000197,validation
train,2010_000199,validation
dog,2010_000203,train
dog,2010_000216,validation
bird,2010_000222,train
dog,2010_000227,train
aeroplane,2010_000229,train
train,2010_000233,train
diningtable,2010_000234,train
aeroplane,2010_000238,validation
bird,2010_000241,validation
dog,2010_000245,train
dog,2010_000247,validation
train,2010_000249,train
aeroplane,2010_000250,train
aeroplane,2010_000260,validation
dog,2010_000262,validation
dog,2010_000263,train
dog,2010_000266,validation
chair,2010_000269,train
aeroplane,2010_000270,train
boat,2010_000272,validation
horse,2010_000273,validation
dog,2010_000276,train
horse,2010_000283,validation
aeroplane,2010_000285,train
dog,2010_000286,validation
dog,2010_000293,train
aeroplane,2010_000295,validation
horse,2010_000296,train
bird,2010_000299,train
sheep,2010_000307,train
aeroplane,2010_000308,validation
sheep,2010_000309,validation
dog,2010_000312,validation
train,2010_000313,validation
dog,2010_000320,train
train,2010_000321,validation
aeroplane,2010_000323,train
diningtable,2010_000325,validation
sheep,2010_000327,validation
bird,2010_000335,validation
chair diningtable,2010_000337,train
chair,2010_000349,validation
dog,2010_000351,validation
diningtable,2010_000352,validation
chair,2010_000361,train
dog,2010_000362,train
dog,2010_000370,validation
boat,2010_000382,validation
chair dog,2010_000384,validation
chair,2010_000386,train
horse,2010_000388,train
sheep,2010_000390,validation
aeroplane,2010_000392,train
bird,2010_000393,train
dog,2010_000395,train
train,2010_000406,validation
horse,2010_000413,train
dog,2010_000415,train
aeroplane,2010_000418,validation
diningtable,2010_000419,train
dog,2010_000422,validation
cow,2010_000427,validation
chair,2010_000431,validation
chair,2010_000435,validation
sheep,2010_000436,train
aeroplane,2010_000437,train
chair,2010_000439,train
horse,2010_000446,validation
chair,2010_000447,train
dog,2010_000453,train
dog,2010_000456,validation
bird,2010_000459,train
horse,2010_000461,validation
chair diningtable,2010_000463,train
cow,2010_000465,train
chair,2010_000470,validation
boat,2010_000473,train
dog,2010_000475,validation
aeroplane,2010_000477,train
sheep,2010_000483,validation
dog,2010_000484,train
chair,2010_000485,validation
chair,2010_000492,train
chair,2010_000497,validation
cow,2010_000498,train
bird,2010_000502,validation
chair,2010_000511,train
train,2010_000513,train
dog,2010_000515,validation
sheep,2010_000527,train
train,2010_000534,train
train,2010_000537,validation
aeroplane,2010_000541,validation
cow,2010_000545,train
sheep,2010_000547,validation
cow,2010_000548,validation
aeroplane,2010_000549,train
boat,2010_000559,validation
dog,2010_000561,train
sheep,2010_000562,validation
aeroplane,2010_000568,train
aeroplane,2010_000572,validation
dog,2010_000574,validation
dog,2010_000577,train
train,2010_000581,train
chair,2010_000588,train
chair diningtable,2010_000591,train
chair diningtable,2010_000601,train
chair,2010_000602,validation
dog,2010_000608,validation
horse,2010_000613,train
bird,2010_000621,validation
aeroplane,2010_000622,validation
dog,2010_000626,train
boat,2010_000630,train
train,2010_000633,validation
dog,2010_000635,validation
chair dog,2010_000639,validation
sheep,2010_000641,train
dog,2010_000644,train
chair,2010_000646,validation
dog,2010_000648,train
train,2010_000651,train
dog,2010_000655,validation
chair,2010_000658,train
horse,2010_000666,validation
sheep,2010_000667,train
chair diningtable,2010_000669,validation
chair,2010_000674,train
boat,2010_000679,validation
dog,2010_000681,train
dog,2010_000690,validation
chair,2010_000694,train
diningtable,2010_000697,validation
chair,2010_000705,validation
bird,2010_000707,train
boat,2010_000710,train
aeroplane,2010_000715,train
dog,2010_000716,train
horse,2010_000717,train
sheep,2010_000727,validation
boat,2010_000729,validation
dog,2010_000731,validation
sheep,2010_000735,validation
train,2010_000740,train
train,2010_000743,validation
dog,2010_000746,train
boat,2010_000748,train
horse,2010_000749,validation
chair diningtable,2010_000754,validation
dog,2010_000760,train
chair dog,2010_000761,validation
train,2010_000764,validation
chair,2010_000765,train
dog,2010_000771,validation
chair diningtable,2010_000782,train
dog,2010_000785,train
train,2010_000786,validation
chair,2010_000787,train
dog,2010_000788,validation
chair,2010_000800,train
aeroplane,2010_000802,validation
boat,2010_000803,train
dog,2010_000805,validation
cow,2010_000808,train
bird,2010_000810,train
dog,2010_000811,validation
bird,2010_000814,validation
chair diningtable,2010_000821,validation
sheep,2010_000822,validation
sheep,2010_000831,validation
bird,2010_000836,validation
dog,2010_000837,train
horse,2010_000838,train
dog,2010_000842,train
dog,2010_000846,validation
sheep,2010_000847,train
horse,2010_000849,train
chair dog,2010_000857,train
train,2010_000860,train
dog,2010_000862,train
bird,2010_000863,train
train,2010_000865,validation
sheep,2010_000866,validation
dog,2010_000870,validation
horse,2010_000874,validation
dog,2010_000879,train
dog,2010_000883,validation
aeroplane,2010_000885,train
boat,2010_000887,train
dog,2010_000889,validation
dog,2010_000899,train
dog,2010_000904,validation
boat,2010_000906,validation
cow,2010_000907,validation
cow,2010_000910,train
diningtable,2010_000915,validation
bird,2010_000918,validation
sheep,2010_000920,train
horse,2010_000923,validation
dog,2010_000926,train
diningtable,2010_000938,train
aeroplane,2010_000939,train
cow,2010_000954,train
train,2010_000955,validation
bird,2010_000956,validation
train,2010_000959,validation
bird,2010_000961,validation
chair dog,2010_000968,validation
sheep,2010_000970,train
dog,2010_000973,validation
dog,2010_000975,validation
sheep,2010_000978,train
boat,2010_000979,train
aeroplane,2010_000981,validation
dog,2010_000983,train
train,2010_000984,train
aeroplane,2010_000986,train
dog,2010_000989,validation
bird,2010_000994,train
cow,2010_001000,validation
dog,2010_001002,train
dog,2010_001006,validation
dog,2010_001009,validation
cow,2010_001010,validation
sheep,2010_001011,validation
bird,2010_001016,validation
aeroplane,2010_001017,validation
aeroplane,2010_001020,train
dog,2010_001023,train
aeroplane,2010_001024,validation
dog,2010_001032,validation
boat,2010_001036,validation
aeroplane,2010_001039,train
bird,2010_001042,validation
train,2010_001052,validation
bird,2010_001061,validation
dog,2010_001063,train
bird,2010_001069,validation
dog,2010_001074,train
sheep,2010_001076,train
horse,2010_001077,validation
sheep,2010_001079,validation
sheep,2010_001082,validation
aeroplane,2010_001085,validation
dog,2010_001092,train
chair dog,2010_001094,train
bird,2010_001098,train
dog,2010_001099,validation
train,2010_001104,validation
train,2010_001105,train
cow,2010_001107,validation
boat,2010_001109,validation
dog,2010_001112,train
diningtable,2010_001113,train
bird,2010_001120,train
chair,2010_001123,train
dog,2010_001124,validation
boat,2010_001126,train
diningtable,2010_001131,train
aeroplane,2010_001139,train
train,2010_001143,train
train,2010_001151,validation
dog,2010_001154,train
dog,2010_001158,validation
bird,2010_001159,train
sheep,2010_001160,train
boat,2010_001164,validation
dog,2010_001172,validation
aeroplane,2010_001174,validation
sheep,2010_001175,train
sheep,2010_001179,train
diningtable,2010_001181,validation
horse,2010_001184,train
dog,2010_001185,train
chair,2010_001188,validation
chair,2010_001189,validation
chair diningtable,2010_001199,train
bird,2010_001201,validation
aeroplane,2010_001205,train
dog,2010_001211,train
boat,2010_001212,train
aeroplane,2010_001214,validation
chair dog,2010_001216,validation
dog,2010_001218,validation
chair,2010_001224,train
horse,2010_001225,train
dog,2010_001229,validation
dog,2010_001237,train
dog,2010_001242,validation
sheep,2010_001245,train
train,2010_001250,train
dog,2010_001253,train
sheep,2010_001256,validation
sheep,2010_001257,validation
chair diningtable,2010_001261,train
dog,2010_001264,validation
chair diningtable,2010_001271,train
train,2010_001272,validation
dog,2010_001273,train
chair,2010_001277,train
dog,2010_001279,train
dog,2010_001282,train
sheep,2010_001286,validation
diningtable,2010_001287,validation
boat,2010_001289,train
dog,2010_001293,validation
aeroplane,2010_001294,validation
dog,2010_001299,train
dog,2010_001301,validation
dog,2010_001305,validation
dog,2010_001311,train
cow,2010_001317,train
aeroplane,2010_001320,train
horse,2010_001325,validation
dog,2010_001326,validation
horse,2010_001329,train
dog,2010_001337,train
dog,2010_001339,train
chair diningtable,2010_001343,validation
dog,2010_001355,validation
sheep,2010_001356,train
boat,2010_001357,validation
chair diningtable,2010_001366,train
dog,2010_001370,train
bird,2010_001372,train
train,2010_001374,train
dog,2010_001376,validation
dog,2010_001390,train
train,2010_001395,train
dog,2010_001399,train
train,2010_001405,validation
cow,2010_001406,train
dog,2010_001407,validation
train,2010_001408,train
horse,2010_001412,validation
aeroplane,2010_001413,train
dog,2010_001421,validation
dog,2010_001422,train
dog,2010_001425,train
aeroplane,2010_001426,validation
dog,2010_001432,validation
bird,2010_001433,train
chair,2010_001434,train
bird,2010_001441,validation
aeroplane,2010_001448,validation
dog,2010_001450,train
horse,2010_001451,validation
chair diningtable,2010_001455,validation
boat,2010_001456,train
dog,2010_001461,validation
dog,2010_001464,train
dog,2010_001473,validation
bird,2010_001481,train
dog,2010_001487,train
aeroplane,2010_001489,train
dog,2010_001497,validation
boat,2010_001501,validation
train,2010_001502,validation
horse,2010_001503,train
aeroplane,2010_001505,validation
chair diningtable,2010_001511,train
chair,2010_001514,train
train,2010_001515,train
dog,2010_001518,validation
bird,2010_001520,validation
sheep,2010_001522,validation
boat,2010_001525,validation
chair,2010_001528,validation
dog,2010_001529,train
chair,2010_001533,train
boat chair diningtable,2010_001535,validation
dog,2010_001537,train
train,2010_001539,validation
dog,2010_001543,validation
chair,2010_001547,train
cow,2010_001548,validation
boat,2010_001551,train
sheep,2010_001557,validation
train,2010_001560,train
dog,2010_001563,validation
bird,2010_001569,train
dog,2010_001571,validation
chair,2010_001574,validation
diningtable,2010_001576,train
sheep,2010_001577,validation
chair diningtable,2010_001579,validation
aeroplane,2010_001583,train
bird,2010_001584,validation
train,2010_001586,validation
boat,2010_001594,train
horse,2010_001595,train
dog,2010_001596,train
bird,2010_001599,train
dog,2010_001601,validation
bird,2010_001603,train
sheep,2010_001607,train
chair diningtable,2010_001608,train
sheep,2010_001618,train
train,2010_001625,validation
dog,2010_001626,train
dog,2010_001633,validation
dog,2010_001635,validation
dog,2010_001644,train
diningtable,2010_001645,validation
aeroplane,2010_001652,validation
dog,2010_001659,validation
dog,2010_001665,train
cow,2010_001671,validation
chair,2010_001674,train
horse,2010_001675,validation
horse,2010_001676,train
dog,2010_001679,validation
chair diningtable,2010_001680,validation
chair diningtable,2010_001682,validation
dog,2010_001687,train
dog,2010_001689,train
boat,2010_001691,validation
cow,2010_001692,validation
cow,2010_001694,train
bird,2010_001697,validation
chair,2010_001699,validation
dog,2010_001705,validation
dog,2010_001706,train
dog,2010_001709,train
boat,2010_001710,train
chair,2010_001712,validation
bird dog,2010_001715,train
aeroplane,2010_001718,train
train,2010_001719,train
dog,2010_001720,validation
chair dog,2010_001726,train
boat,2010_001729,train
chair,2010_001731,validation
train,2010_001734,validation
chair,2010_001743,train
sheep,2010_001746,train
train,2010_001748,train
boat,2010_001749,validation
dog,2010_001754,validation
dog,2010_001756,train
horse,2010_001759,train
dog,2010_001760,validation
dog,2010_001768,validation
dog,2010_001776,train
diningtable,2010_001777,validation
bird,2010_001784,train
diningtable,2010_001785,train
train,2010_001788,validation
dog,2010_001795,train
sheep,2010_001796,validation
horse,2010_001797,train
train,2010_001801,train
cow,2010_001803,validation
bird,2010_001806,train
boat,2010_001807,train
bird,2010_001820,validation
chair diningtable,2010_001823,validation
horse,2010_001829,validation
aeroplane,2010_001836,validation
dog,2010_001837,validation
dog,2010_001838,validation
dog,2010_001841,train
dog,2010_001843,validation
dog,2010_001845,validation
chair diningtable,2010_001846,train
chair,2010_001849,train
dog,2010_001850,train
chair diningtable,2010_001851,validation
horse,2010_001852,train
chair diningtable,2010_001853,train
horse,2010_001856,train
chair,2010_001857,validation
dog,2010_001858,train
chair,2010_001862,validation
bird,2010_001868,validation
dog,2010_001869,validation
sheep,2010_001881,train
dog,2010_001891,validation
dog,2010_001896,train
boat,2010_001899,train
dog,2010_001904,validation
diningtable,2010_001907,validation
dog,2010_001908,validation
chair dog,2010_001911,train
boat,2010_001916,validation
bird,2010_001919,train
dog,2010_001924,train
bird,2010_001927,validation
dog,2010_001929,validation
aeroplane,2010_001931,train
dog,2010_001933,train
cow,2010_001937,validation
diningtable,2010_001939,train
train,2010_001941,train
dog,2010_001944,train
aeroplane,2010_001950,validation
train,2010_001951,validation
dog,2010_001956,validation
boat,2010_001967,validation
chair,2010_001973,train
bird,2010_001974,train
dog,2010_001976,train
aeroplane,2010_001979,train
sheep,2010_001987,validation
bird,2010_001988,validation
bird,2010_001992,validation
bird,2010_001995,validation
dog,2010_002005,validation
diningtable,2010_002006,validation
chair,2010_002017,validation
cow,2010_002018,train
aeroplane,2010_002019,validation
dog,2010_002020,train
dog,2010_002022,validation
bird,2010_002023,train
dog,2010_002029,validation
chair diningtable,2010_002032,train
dog,2010_002037,train
sheep,2010_002039,train
sheep,2010_002041,validation
dog,2010_002042,train
cow,2010_002047,train
chair,2010_002050,validation
sheep,2010_002054,train
sheep,2010_002058,validation
dog,2010_002060,validation
aeroplane,2010_002065,train
dog,2010_002067,validation
chair diningtable,2010_002070,train
train,2010_002073,validation
train,2010_002080,train
aeroplane,2010_002085,validation
chair,2010_002086,validation
dog,2010_002089,validation
dog,2010_002095,train
boat,2010_002104,train
dog,2010_002105,validation
sheep,2010_002106,validation
sheep,2010_002113,validation
boat,2010_002117,validation
chair,2010_002121,train
sheep,2010_002124,validation
dog,2010_002129,train
sheep,2010_002130,train
cow,2010_002133,validation
cow,2010_002139,train
aeroplane,2010_002141,train
bird,2010_002142,validation
aeroplane,2010_002147,validation
boat,2010_002150,validation
horse,2010_002161,validation
chair,2010_002166,train
bird horse,2010_002168,train
sheep,2010_002176,train
train,2010_002179,train
bird,2010_002181,validation
train,2010_002182,validation
horse,2010_002183,validation
dog,2010_002187,validation
chair,2010_002191,train
chair diningtable,2010_002199,validation
aeroplane,2010_002200,validation
aeroplane,2010_002207,train
train,2010_002208,train
chair,2010_002211,validation
train,2010_002213,validation
sheep,2010_002215,train
boat,2010_002216,train
dog,2010_002220,train
horse,2010_002221,train
train,2010_002223,validation
chair,2010_002227,train
dog,2010_002228,validation
aeroplane,2010_002229,validation
sheep,2010_002232,validation
bird,2010_002242,train
dog,2010_002248,train
cow,2010_002254,train
train,2010_002261,validation
bird,2010_002267,train
diningtable,2010_002269,validation
diningtable,2010_002274,train
dog,2010_002276,validation
horse,2010_002283,validation
dog,2010_002287,validation
aeroplane,2010_002289,validation
sheep,2010_002294,validation
aeroplane,2010_002295,train
dog,2010_002299,train
dog,2010_002309,train
aeroplane,2010_002310,validation
dog,2010_002313,validation
boat,2010_002315,validation
dog,2010_002318,train
chair dog,2010_002319,validation
cow,2010_002320,train
boat,2010_002321,validation
dog,2010_002332,validation
chair diningtable,2010_002336,validation
chair,2010_002337,validation
dog,2010_002338,train
horse,2010_002340,validation
sheep,2010_002346,train
dog,2010_002349,train
sheep,2010_002353,train
aeroplane,2010_002357,validation
boat,2010_002364,train
dog,2010_002365,validation
chair diningtable,2010_002366,validation
train,2010_002369,train
chair,2010_002370,validation
cow,2010_002372,validation
diningtable,2010_002373,validation
bird,2010_002374,train
sheep,2010_002378,train
dog,2010_002382,train
chair,2010_002383,validation
cow,2010_002390,validation
dog,2010_002391,train
boat,2010_002393,train
dog,2010_002398,validation
dog,2010_002399,train
chair diningtable,2010_002400,train
dog,2010_002402,validation
dog,2010_002410,train
chair diningtable,2010_002418,train
train,2010_002420,validation
aeroplane,2010_002429,train
cow,2010_002431,train
bird,2010_002436,validation
bird,2010_002439,train
dog,2010_002449,validation
bird,2010_002450,validation
dog,2010_002456,train
dog,2010_002458,validation
horse,2010_002459,train
aeroplane,2010_002460,validation
diningtable,2010_002462,train
dog,2010_002468,validation
dog,2010_002480,validation
horse,2010_002482,validation
train,2010_002487,train
aeroplane,2010_002496,train
boat,2010_002498,train
dog,2010_002499,train
sheep,2010_002501,train
sheep,2010_002507,train
sheep,2010_002518,validation
diningtable,2010_002520,train
dog,2010_002527,train
aeroplane,2010_002532,train
dog,2010_002534,validation
diningtable,2010_002537,train
chair,2010_002538,validation
diningtable,2010_002539,validation
aeroplane,2010_002542,validation
boat,2010_002546,validation
sheep,2010_002547,validation
dog,2010_002551,train
dog,2010_002552,train
train,2010_002556,train
dog,2010_002561,validation
dog,2010_002562,train
boat,2010_002565,validation
bird,2010_002569,validation
dog,2010_002570,train
chair,2010_002575,train
aeroplane,2010_002577,train
aeroplane,2010_002579,validation
dog,2010_002580,validation
sheep,2010_002582,train
dog,2010_002586,validation
dog,2010_002589,train
dog,2010_002601,validation
chair,2010_002603,validation
chair diningtable,2010_002605,validation
bird,2010_002614,train
horse,2010_002615,train
dog,2010_002616,train
train,2010_002618,train
boat,2010_002620,train
bird,2010_002621,validation
sheep,2010_002624,train
sheep,2010_002628,train
dog,2010_002631,validation
bird,2010_002632,validation
aeroplane,2010_002638,validation
chair diningtable,2010_002639,validation
chair,2010_002642,train
dog,2010_002644,train
boat,2010_002653,train
dog,2010_002654,validation
dog,2010_002659,train
sheep,2010_002665,train
bird,2010_002666,validation
train,2010_002667,validation
dog,2010_002674,train
dog,2010_002676,validation
dog,2010_002679,validation
train,2010_002682,validation
aeroplane,2010_002684,train
chair,2010_002686,train
bird,2010_002688,train
horse,2010_002691,validation
chair,2010_002693,validation
aeroplane,2010_002695,validation
dog,2010_002696,train
train,2010_002697,train
cow,2010_002701,validation
boat,2010_002702,train
sheep,2010_002705,validation
diningtable,2010_002714,validation
cow,2010_002716,validation
chair diningtable,2010_002721,validation
train,2010_002722,train
diningtable,2010_002725,validation
chair diningtable,2010_002728,validation
diningtable,2010_002729,train
horse,2010_002734,train
sheep,2010_002736,validation
sheep,2010_002737,validation
bird,2010_002740,validation
dog,2010_002741,validation
chair diningtable,2010_002742,train
sheep,2010_002750,train
bird,2010_002752,train
sheep,2010_002754,validation
dog,2010_002759,train
chair,2010_002760,train
cow,2010_002763,validation
dog,2010_002775,validation
boat,2010_002780,validation
train,2010_002781,train
dog,2010_002786,train
dog,2010_002793,validation
dog,2010_002794,train
cow,2010_002797,train
bird,2010_002803,validation
dog,2010_002805,train
dog,2010_002807,validation
dog,2010_002808,validation
chair diningtable,2010_002811,train
dog,2010_002813,train
chair,2010_002815,train
aeroplane,2010_002816,train
dog,2010_002817,validation
sheep,2010_002821,train
horse,2010_002822,validation
dog,2010_002824,validation
aeroplane,2010_002827,validation
chair diningtable,2010_002830,train
cow,2010_002834,train
train,2010_002838,train
bird,2010_002839,train
train,2010_002840,validation
train,2010_002851,train
bird,2010_002854,validation
dog,2010_002856,train
dog,2010_002857,train
chair,2010_002870,train
bird,2010_002873,validation
chair diningtable,2010_002877,validation
dog,2010_002879,validation
chair diningtable,2010_002880,train
chair,2010_002881,validation
dog,2010_002884,train
dog,2010_002887,validation
aeroplane,2010_002892,train
train,2010_002896,train
boat,2010_002899,train
dog,2010_002901,train
cow,2010_002905,validation
dog,2010_002907,train
chair,2010_002921,validation
dog,2010_002924,validation
train,2010_002930,validation
bird,2010_002935,train
train,2010_002937,train
dog,2010_002938,train
aeroplane,2010_002939,validation
boat,2010_002940,validation
train,2010_002946,train
aeroplane,2010_002947,train
horse,2010_002948,train
aeroplane,2010_002954,validation
bird,2010_002955,train
chair,2010_002958,validation
dog,2010_002960,validation
dog,2010_002972,validation
dog,2010_002979,train
dog,2010_002980,validation
dog,2010_002995,validation
chair diningtable,2010_003002,train
dog,2010_003007,train
dog,2010_003010,train
cow,2010_003011,train
sheep,2010_003013,train
bird,2010_003015,validation
cow,2010_003016,validation
dog,2010_003019,validation
aeroplane,2010_003025,train
boat chair,2010_003027,train
sheep,2010_003028,train
dog,2010_003032,train
dog,2010_003043,validation
bird,2010_003044,train
aeroplane,2010_003051,validation
aeroplane,2010_003053,train
aeroplane,2010_003054,validation
dog,2010_003055,train
dog,2010_003056,train
dog,2010_003060,validation
dog,2010_003071,validation
sheep,2010_003074,validation
dog,2010_003077,train
chair diningtable,2010_003078,train
bird,2010_003081,validation
dog,2010_003082,validation
chair diningtable,2010_003084,train
dog,2010_003086,train
aeroplane,2010_003088,train
diningtable,2010_003091,validation
sheep,2010_003094,train
bird,2010_003097,train
dog,2010_003098,validation
sheep,2010_003102,validation
boat chair,2010_003103,validation
boat,2010_003107,validation
diningtable,2010_003108,train
dog,2010_003114,train
chair,2010_003115,train
boat,2010_003117,train
bird,2010_003119,train
aeroplane,2010_003127,validation
train,2010_003129,validation
aeroplane,2010_003132,validation
bird,2010_003135,validation
dog,2010_003138,train
chair,2010_003143,train
dog,2010_003146,validation
dog,2010_003147,validation
chair,2010_003149,train
sheep,2010_003153,train
chair diningtable,2010_003154,validation
boat,2010_003156,validation
chair diningtable,2010_003157,train
train,2010_003160,validation
dog,2010_003162,train
bird,2010_003168,validation
chair,2010_003170,train
dog,2010_003176,validation
cow,2010_003183,validation
dog,2010_003186,train
dog,2010_003187,validation
horse,2010_003192,train
cow,2010_003201,validation
boat,2010_003203,train
dog,2010_003204,train
dog,2010_003214,validation
dog,2010_003222,train
dog,2010_003233,validation
cow,2010_003239,validation
dog,2010_003244,validation
sheep,2010_003252,train
sheep,2010_003253,validation
bird,2010_003255,train
dog,2010_003257,validation
aeroplane,2010_003259,train
boat,2010_003260,validation
diningtable,2010_003263,train
dog,2010_003269,train
horse,2010_003270,validation
train,2010_003274,train
aeroplane,2010_003279,validation
horse,2010_003280,train
dog,2010_003285,validation
horse,2010_003297,train
dog,2010_003300,train
dog,2010_003301,train
chair,2010_003302,validation
dog,2010_003321,validation
chair diningtable,2010_003325,validation
dog,2010_003331,validation
dog,2010_003333,train
train,2010_003335,validation
dog,2010_003337,train
dog,2010_003341,validation
dog,2010_003342,train
sheep,2010_003343,train
bird,2010_003344,train
cow,2010_003345,train
dog,2010_003351,train
aeroplane,2010_003353,train
aeroplane,2010_003361,validation
bird,2010_003362,validation
aeroplane,2010_003365,validation
dog,2010_003366,validation
sheep,2010_003372,train
diningtable,2010_003374,train
dog,2010_003375,validation
sheep,2010_003376,validation
chair,2010_003379,validation
horse,2010_003380,train
cow,2010_003383,train
train,2010_003384,train
dog,2010_003391,train
bird,2010_003395,train
dog,2010_003397,validation
chair,2010_003398,validation
chair,2010_003401,validation
dog,2010_003406,train
chair,2010_003409,validation
dog,2010_003411,validation
bird,2010_003418,validation
bird,2010_003419,validation
sheep,2010_003429,validation
dog,2010_003436,train
dog,2010_003439,train
aeroplane,2010_003458,validation
dog,2010_003465,validation
train,2010_003470,validation
bird,2010_003473,validation
aeroplane,2010_003474,train
dog,2010_003477,train
dog,2010_003479,validation
train,2010_003482,validation
horse,2010_003490,validation
sheep,2010_003491,train
dog,2010_003493,validation
aeroplane,2010_003495,validation
aeroplane,2010_003496,validation
bird,2010_003503,validation
dog,2010_003506,validation
cow,2010_003507,train
boat,2010_003508,validation
dog,2010_003513,train
train,2010_003514,validation
chair diningtable,2010_003520,validation
dog,2010_003522,validation
bird,2010_003526,train
chair diningtable,2010_003531,validation
horse,2010_003532,validation
chair dog,2010_003535,train
chair,2010_003538,train
chair,2010_003540,validation
sheep,2010_003541,validation
bird,2010_003546,train
boat,2010_003547,validation
bird,2010_003549,train
dog,2010_003554,train
aeroplane,2010_003559,validation
dog,2010_003560,train
chair,2010_003563,validation
sheep,2010_003567,train
dog,2010_003568,validation
horse,2010_003573,validation
horse,2010_003576,train
chair,2010_003579,validation
dog,2010_003582,train
dog,2010_003588,validation
aeroplane,2010_003592,train
diningtable,2010_003594,validation
diningtable,2010_003597,validation
boat,2010_003599,train
train,2010_003601,train
boat,2010_003604,train
train,2010_003609,validation
bird,2010_003610,validation
diningtable,2010_003625,train
train,2010_003628,validation
dog,2010_003629,train
train,2010_003630,validation
chair,2010_003632,validation
chair,2010_003634,train
boat,2010_003640,validation
dog,2010_003643,train
boat,2010_003644,train
horse,2010_003645,validation
bird,2010_003648,train
dog,2010_003653,validation
aeroplane,2010_003655,validation
bird,2010_003659,validation
dog sheep,2010_003670,train
dog,2010_003673,validation
chair,2010_003677,train
boat,2010_003679,validation
aeroplane,2010_003680,train
aeroplane,2010_003686,train
dog,2010_003690,train
train,2010_003708,validation
dog,2010_003709,validation
horse,2010_003714,train
aeroplane,2010_003716,validation
chair,2010_003719,train
dog,2010_003721,train
aeroplane,2010_003723,validation
bird,2010_003724,validation
sheep,2010_003725,train
chair,2010_003728,validation
dog,2010_003734,train
dog,2010_003735,validation
aeroplane,2010_003737,train
dog sheep,2010_003742,validation
bird,2010_003743,train
dog,2010_003746,validation
sheep,2010_003754,train
boat,2010_003757,validation
sheep,2010_003761,validation
diningtable,2010_003762,validation
bird,2010_003771,validation
sheep,2010_003774,validation
dog,2010_003784,train
train,2010_003788,train
dog,2010_003791,train
sheep,2010_003792,validation
aeroplane,2010_003798,train
aeroplane,2010_003801,validation
sheep,2010_003806,validation
boat,2010_003815,train
aeroplane,2010_003816,train
bird,2010_003820,validation
cow,2010_003821,train
chair diningtable dog,2010_003822,train
dog,2010_003826,validation
dog,2010_003837,train
train,2010_003847,validation
boat,2010_003848,validation
dog,2010_003852,validation
dog,2010_003859,validation
boat,2010_003860,train
chair,2010_003861,validation
diningtable,2010_003864,train
sheep,2010_003865,train
boat,2010_003878,validation
dog,2010_003879,validation
