name_img set classe
csf_stg_18002_096_624x544 test " boat"
sry_rhu_p0194_624x544 test " boat"
ptb_thosp_pcf6_624x544 train " boat"
ptb_plm_plymg_pcf3_624x544 train " boat"
sw_abm_pcf69_1_624x544 test " boat"
sw_abm_pcf70_1_624x544 validation " boat"
gmii_sahs_pcf82_624x544 test " boat"
nwm_bcuhb_ye_26_624x544 test " boat"
nwm_bcuhb_60_624x544 train " boat"
edii_nhsl_pcf_119_624x544 test " boat"
gmiii_mmus_har_650_624x544 test " boat"
gmiii_mmus_har_643_624x544 train " boat"
ou_wfcc_pcf50_624x544 test " boat"
wyl_lmg_17_20_624x544 train " boat"
cam_ccf_pd_68_1974_624x544 train " boat"
not_ncmg_1953_112_624x544 test " boat"
hsw_wmag_fa032_624x544 validation " boat"
ntv_mm_41_624x544 train " boat"
dor_plh_pcf88_624x544 train " boat"
dor_wech_pcf4_624x544 train " boat"
ntiii_fel_1401305_624x544 test " boat"
kt_ccmg_hrn_08_003_624x544 test " boat"
cbr_cuc_pcf_2001_45_624x544 test " boat"
abd_rgu_dscf4159_624x544 train " boat"
stc_ren_pcf_61_624x544 train " boat"
edii_nhsl_re_pcf_109_624x544 test " boat"
llr_lcnug_1927_2396_624x544 train " boat"
dor_dch_pcf44_624x544 train " boat"
abd_rgu_351_624x544 train " boat"
lan_grun_g283_624x544 train " boat"
gl_gm_pr_1963_1_aq_624x544 test " boat"
gmiii_mcag_1933_120_624x544 train " boat"
cam_ccf_pd_9_1988_624x544 test " boat"
nwm_bu_ol00015_624x544 test " boat"
dby_sls_f2103_624x544 train " boat"
gac_gac_3893_624x544 test " boat"
esx_bag_souag_ts844_624x544 test " boat"
bst_rwa_1201_624x544 test " boat"
gmiii_mcag_1930_178_624x544 test " boat"
cw_rcm_truri_1996_97_1_624x544 validation " boat"
che_waga_rd_2483_624x544 test " boat"
csf_stg_11037_000_624x544 test " boat"
tate_tate_t06554_10_624x544 train " boat"
tate_tate_t07924_10_624x544 test " boat"
ngs_ngs_gma_1949_624x544 test " boat"
sfk_lms_2004_149_624x544 train " boat"
sfk_lms_2004_150_624x544 test " boat"
hrt_watmc_2004_573_624x544 test " boat"
edii_aih_g544_624x544 test " boat"
dor_swmh_pcf_5_624x544 test " boat"
ny_you_575_624x544 test " boat"
nsc_shma_art_8052_624x544 test " boat"
cu_ky_aw25_624x544 test " boat"
stc_eds_civic_edc_ae_2006_01_624x544 test " boat"
cw_nqh_18_624x544 train " boat"
va_pc_2006bh7712_624x544 test " boat"
llr_awc_0173_624x544 test " boat"
cuii_gic_343_624x544 train " boat"
som_hm_a24_624x544 train " boat"
not_ncmg_1949_87_624x544 test " boat"
gl_gm_3022_624x544 train " boat"
acnmw_acnmw_da000377_624x544 test " boat"
wmrii_ich_hh812_624x544 test " boat"
ntiii_sher_800610_4_624x544 test " boat"
not_ncmg_1908_14_624x544 test " boat"
ci_jem_jht_1997_00166_624x544 validation " boat"
ntiii_sher_800691_624x544 test " boat"
gmiii_cmft_pcf37_624x544 train " boat"
ngs_ngs_ng_2423_624x544 test " boat"
gmiii_wich_pcf10_624x544 test " boat"
gmiii_wich_pcf14_624x544 test " boat"
edi_city_cac_275_1964_624x544 test " boat"
gla_hag_43903_624x544 train " boat"
glw_cbca_1918_168_7_624x544 train " boat"
wyr_wagy_a1_330_624x544 test " boat"
dur_dcc_317_624x544 train " boat"
ci_gmag_gmag_4814_624x544 train " boat"
lse_dpg_dpg327_624x544 test " boat"
nwm_au_op193_624x544 test " boat"
nwm_grh_0164_624x544 test " boat"
stc_ren_pcf_88_624x544 train " boat"
nid_nics_1074_624x544 test " boat"
es_tag_unc99_624x544 train " boat"
glw_cbca_1965_3_624x544 test " boat"
war_leamg_91_624x544 train " boat"
ntv_hg_018_624x544 test " boat"
gmii_wig_b23_8_624x544 train " boat"
cdnii_ken_k991042_624x544 train " boat"
cw_ccc_ccp018_624x544 validation " boat"
nsc_uhi_lccart0017_624x544 test " boat"
ash_ashm_wa1969_21_624x544 test " boat"
bbo_oxbtc_16_624x544 train " boat"
gac_gac_3069_624x544 train " boat"
nid_nics_1071_624x544 train " boat"
gmiii_mcag_1933_57_624x544 validation " boat"
twms_sag_twcms_b6221_624x544 test " boat"
glw_cbca_1965_4_624x544 validation " boat"
sry_scc_2_624x544 validation " boat"
ny_yag_yorag_35_624x544 test " boat"
twms_lag_twcms_c13499_624x544 validation " boat"
dor_pwm_98_127_624x544 train " boat"
nlw_nlw_kwf00264_624x544 test " boat"
es_brhm_bns_039_011_624x544 train " boat"
wyr_bmgh_6_1967_3_624x544 train " boat"
ery_fg_2005_6102_624x544 validation " boat"
abd_mmu_8015_624x544 test " boat"
hmps_scag_723_624x544 train " boat"
dev_osmhosp_pcf2_624x544 test " boat"
ntii_mns_1219975_624x544 validation " boat"
glw_mip_1968_15_2_624x544 train " boat"
pka_pkc_2011_99_624x544 train " boat"
glw_frho_f0134_624x544 validation " boat"
ou_kbc_pcf5_624x544 test " boat"
ou_kbc_pcf7_624x544 train " boat"
twms_sun_twcms_b4555_624x544 train " boat"
nfk_ncm_nwhcm_1951_235_96_624x544 test " boat"
brm_bifa_43_1_624x544 test " boat"
edi_city_hh_1464_1953_624x544 test " boat"
ss_naco_irvgv_2000_0010_624x544 train " boat"
ws_mmp_002_009a_624x544 train " boat"
ny_yag_yorag_919_624x544 train " boat"
csf_stg_18002_055_624x544 train " boat"
csf_stg_18002_100_624x544 test " boat"
nwm_grh_0169_624x544 test " boat"
csf_sau_hc_2000_16_624x544 test " boat"
nlw_nlw_gcf10270_624x544 test " boat"
nfk_ncm_nwhcm_1899_4_12_624x544 train " boat"
dor_brc_borgm_00193_624x544 train " boat"
esx_mll_1_624x544 train " boat"
cdnii_brl_f866_624x544 train " boat"
not_ncmg_1938_128r_624x544 train " boat"
cia_cia_p_1948_sc_410_624x544 train " boat"
nfk_gty_gryeh_2005_122_624x544 test " boat"
ngs_ngs_gma_1036_624x544 train " boat"
war_herb_85_624x544 train " boat"
wlc_wlc_p579_624x544 train " boat"
pka_pkc_2_138b_624x544 train " boat"
acnmw_acnmw_nmwa4967_624x544 test " boat"
csf_stg_11042_000_624x544 validation " boat"
cam_ccf_pd_69_1948_624x544 train " boat"
nlw_nlw_gcf10185_624x544 test " boat"
ng_ng_ng980_624x544 train " boat"
war_ragm_lc008_townhall_624x544 test " boat"
gmiii_mcag_1928_87_624x544 test " boat"
nid_nics_0723_624x544 train " boat"
gl_gm_421_624x544 test " boat"
shef_sch_pcf_05_624x544 train " boat"
cu_ky_aw15_a_624x544 train " boat"
csf_fife_kirmg_568_624x544 train " boat"
sw_monms_aber_a1982_767_624x544 validation " boat"
nti_ant_353107_624x544 test " horse"
war_leamg_310_624x544 test " bird"
cw_ftm_01_624x544 test " boat"
hmp_hmcms_fa1991_43_624x544 test " train"
gl_gm_35_72_624x544 test " chair"
ntiii_mel_926887_1_624x544 test " dog"
not_noccl_rtlib1_624x544 test " dog"
ny_mag_harag_97_624x544 train " bird dog"
iwm_iwm_16413_624x544 train " cow"
nid_bcch_pcf10_624x544 test " aeroplane"
lne_rafm_fa03005_624x544 test " aeroplane"
abd_rgu_2006_16_624x544 train " dog"
ny_yag_yorag_809_624x544 test " diningtable"
ntv_nu_20_624x544 test " cow"
stf_stkmg_1996_fa_47_624x544 train " boat"
stf_nul_pac_211_88_624x544 train " boat"
cw_phg_pezph_1989_79_624x544 test " boat"
llr_bobc_1995_16_624x544 train " boat"
llr_bobc_1977_719_624x544 train " horse sheep"
ny_smg_1984_40_624x544 test " diningtable"
ntiv_monh_768420_624x544 train " diningtable"
edii_eca_pcf115_624x544 train " diningtable"
ci_gmag_gmag_1987_190_624x544 train " boat"
nti_ant_353124_624x544 test " horse"
ny_nrm_1978_1644_624x544 test " train"
cw_ucf_05_624x544 train " diningtable"
llr_ntlms_1965_065_5_624x544 validation " sheep"
sry_dkm_1617__624x544 train " cow"
ny_bh_2_624x544 test " dog horse"
ci_shtj_16_624x544 train " dog"
cw_rcp_a80_624x544 train " boat"
hsw_dmag_1999_3_624x544 train " dog"
dun_dagmo_272_1987_189_624x544 test " dog"
sw_cvuhb_pcf_b_624x544 train " dog"
ny_yag_yorag_1010_624x544 train " dog"
cw_rcm_truri_1986_68_7_624x544 test " boat"
tate_tate_n00309_10_624x544 test " cow"
acc_acc_ac_817_624x544 train " dog"
wlc_wlc_p250_624x544 validation " horse"
twms_lag_twcms_g4182_624x544 train " dog"
cw_rcm_truri_1915_19_1_624x544 train " bird"
cw_rcp_a36__624x544 train " boat"
stf_stkmg_1996_fa_34_624x544 train " chair"
nml_warg_wag_102251_624x544 test " dog horse"
edii_nhsl_aa_900_624x544 test " dog"
not_badc_a76_624x544 test " chair"
nml_warg_wag_95541_624x544 train " sheep"
csf_stg_4814_031_624x544 test " dog"
cw_rcm_truri_1986_67_5_624x544 train " boat"
bst_bmagg_k5109_624x544 test " horse"
csf_stg_4814_047_624x544 test " dog"
llr_awc_0044_624x544 train " horse"
shef_msh_vis_1594_624x544 test " boat"
cdn_lbcn_28_624x544 test " bird"
glw_swag_ag95_624x544 train " bird"
wlc_wlc_p419_624x544 train " dog"
kt_mmb_22_031_624x544 test " dog"
ci_jem_sja_0000_01376_624x544 train " bird"
es_tag_eastg1256_624x544 train " bird"
ntii_woh_866463_624x544 train " bird"
gmiii_mcag_1941_4_624x544 train " boat"
gmiii_mcag_1951_392_624x544 train " dog"
nfk_ncm_nwhcm_1946_88_4_624x544 test " sheep"
lan_blag_611_624x544 train " bird"
ny_smg_sag_1984_3_624x544 test " horse"
hsw_otm_o_pa_5_624x544 validation " train"
not_badc_a53_624x544 test " boat"
stf_stkmg_1993_fa_1_624x544 test " chair diningtable"
ny_trc_cdc_036_a_624x544 test " diningtable"
llr_nelms_a_116_624x544 train " boat"
war_leamg_296_624x544 train " chair dog"
dev_fht_pcf202_p2_624x544 train " train"
dev_fht_pcf202_p3_624x544 test " train"
abd_aag_013539_624x544 validation " chair"
llr_lcnug_1927_1586_624x544 validation " chair diningtable"
dor_dcma_art2332_624x544 train " cow"
not_ntmag_1997_9_624x544 test " chair dog"
not_ncmg_1908_13_624x544 train " bird boat"
ny_ppa_072_624x544 test " boat"
ny_wtb_pef135_624x544 train " boat"
ny_ppa_102_624x544 train " boat"
lw_narm_1987_04_6_624x544 validation " horse"
ny_mag_harag_983_624x544 train " horse"
es_brhm_bth_001_30_624x544 train " boat"
va_pc_2006bf3354_624x544 test " boat"
lw_scmu_1961_244_624x544 train " boat"
ntii_mns_1219966_624x544 train " horse"
ntii_sgb_1271516_624x544 train " cow"
esx_am_241_624x544 test " sheep"
esx_am_340_624x544 test " sheep"
esx_am_268_624x544 test " sheep"
lne_rafm_fa00044_624x544 validation " aeroplane"
bst_rwa_pcf30_624x544 train " boat"
dby_hmrs_p55_624x544 test " train"
llr_lcnug_1927_915_624x544 test " dog"
cw_rcp_a134_624x544 train " boat horse"
nfk_bsm_bsm2_624x544 test " train"
ntiii_ang_515471_624x544 test " bird"
ntiii_ang_515469_624x544 train " bird"
ntiii_ang_515472_624x544 train " bird"
ntiii_ang_515470_624x544 test " bird"
ntiii_ang_515475_624x544 test " bird"
ntiii_ang_515474_624x544 train " bird"
ntiii_ang_515473_624x544 test " bird"
ntiii_ang_515477_624x544 train " bird"
ntiii_ang_515476_624x544 validation " bird"
dor_pwm_99_083_624x544 validation " boat"
cdn_rfh_a164_624x544 test " train"
dby_prcl_rpypr_2005_4_624x544 train " train"
cw_fag_famag_1923_17_624x544 validation " horse"
wlc_wlc_p365_624x544 train " dog"
sw_scsm_mi_3015_624x544 validation " train"
not_ncmg_1924_27_624x544 train " bird"
bst_rwa_755_624x544 validation " chair"
ntii_sgb_1271514_624x544 train " cow"
acc_acc_ac_324_624x544 train " chair"
acc_acc_acc2_2003_624x544 train " diningtable"
bcn_fat_1_624x544 validation " boat dog"
ntii_mns_1219968_624x544 train " horse"
war_nmag_31_624x544 train " boat"
nid_msman_2004_1181_624x544 validation " bird"
sw_cvuhb_pcf73_624x544 test " bird"
es_brhm_bpv_001_33_624x544 test " cow"
es_brhm_bpv_007_36a_624x544 test " cow"
stf_walg_p21_76_624x544 train " cow"
llr_goh_ganoh4199_624x544 validation " horse"
nml_warg_wag_9586_624x544 train " horse"
ery_fg_2005_5032_624x544 train " horse"
ntiv_hartm_temp12_624x544 test " horse"
cu_ky_aw5_b_624x544 train " boat"
cw_nag_pc212_624x544 test " dog"
nti_ant_353125_624x544 test " horse"
lw_scmu_1972_0222_624x544 train " aeroplane"
ny_pwo_temp1_624x544 test " dog"
ny_nrm_1976_9305_624x544 test " train"
cu_ky_cw6_624x544 test " boat"
ny_bh_3_624x544 test " dog sheep"
mer_sec_560_624x544 test " cow"
not_ncmg_1904_78_624x544 validation " cow sheep"
stf_wag_op901_624x544 train " dog"
sw_monms_mchep_dh_83_38_624x544 test " dog"
hrt_hithm_6049_01_624x544 validation " cow"
ery_huac_146_624x544 train " cow"
dun_dagm_10_1912_624x544 train " bird"
ny_smg_sag_247_624x544 test " boat"
lan_harr_prsmg_p1111_624x544 train " aeroplane"
sfk_sed_ma_1988_117_624x544 test " horse"
ny_nrm_1991_7168_624x544 test " dog"
war_herb_537_624x544 test " dog"
es_brhm_bns_053_019a_624x544 train " boat"
not_ncmg_1892_49_624x544 train " dog"
abd_rgu_dscfa1954_624x544 test " chair diningtable"
acc_acc_ac_5356_624x544 test " sheep"
cuii_cocc_xx_624x544 test " boat"
ny_yag_yorag_188_624x544 test " chair"
ny_mag_harag_86_624x544 test " chair diningtable"
not_uon_53_624x544 train " boat"
nlw_nlw_gcf02880_624x544 test " bird"
war_herb_168_624x544 validation " chair diningtable"
ny_mag_harag_343_624x544 train " chair diningtable"
mer_vgm_pcf_42_624x544 train " chair"
llr_ntlms_1960_114_624x544 train " bird"
edii_eca_ptg_0706_624x544 train " bird"
ny_nrm_1986_9433_624x544 test " train"
ny_nrm_1977_5787_624x544 train " train"
stc_bmt_pa_204_624x544 test " train"
cam_ccf_13_624x544 train " sheep"
ntiii_ang_515442_624x544 test " dog"
wlc_wlc_p221_624x544 test " boat"
abd_aag_ag002867_624x544 test " boat"
ny_yag_yorag_352_624x544 train " bird boat"
wlc_wlc_p143_624x544 train " boat"
wlc_wlc_p145_624x544 train " boat"
llr_lams_l_f7_1890_0_0_624x544 test " boat dog"
ny_yag_yorag_387_624x544 train " boat"
acnmw_acnmw_80_121i_624x544 test " train"
acnmw_acnmw_di007084_624x544 validation " train"
ny_nrm_2004_7356_624x544 test " horse"
cw_fag_famag_1993_2_624x544 train " diningtable"
not_thoc_ex_2008_02_624x544 test " train"
not_badc_art_2006_2050_624x544 train " boat"
stc_ren_a0068a_624x544 train " horse"
ny_wtb_2002_50_624x544 test " chair diningtable"
abd_aag_ag004478_624x544 train " bird boat"
stf_walg_p18_02_624x544 test " boat"
lne_bpma_pcf11_624x544 train " boat"
lne_ilhc_b232_b4678_624x544 train " boat"
war_herb_510_624x544 test " boat"
stf_wag_op465_624x544 train " boat"
gl_gm_803_624x544 validation " boat"
stf_stkmg_1973_fa_7a_624x544 validation " boat"
gac_gac_11669_624x544 train " bird"
war_comp_9_624x544 validation " dog"
ny_nrm_1996_7077_624x544 test " horse train"
llr_fyh_3_624x544 test " dog"
stf_wag_op660_624x544 test " sheep"
ny_yag_yorag_315_624x544 train " cow sheep"
sfk_sph_pg_26_624x544 train " horse"
cw_fag_famag_2004_18_2_624x544 test " boat"
wmr_rcs_rcssc_p_277_624x544 test " dog"
cw_rcm_truri_1947_30_624x544 test " boat"
cw_rcm_truri_1924_86_624x544 test " boat"
gl_gm_pl_87_624x544 test " boat"
ny_smg_sag_1981_36_624x544 test " dog"
nwm_rad_pcf10_624x544 train " horse"
cw_rcm_truri_1997_36_624x544 train " chair"
nti_dyp_453812_624x544 train " horse"
llr_nelms_a_37_624x544 test " chair diningtable"
ny_rdg_1919_624x544 train " horse"
cw_csm_109_624x544 train " chair"
ny_smg_692_33_624x544 validation " chair"
ny_yag_yorag_732_624x544 train " chair"
glw_ghft_pcf16_624x544 train " horse"
cw_mte_35_624x544 validation " horse"
cw_rcm_truri_1914_19_2_624x544 test " horse"
ny_nrm_1988_8158_624x544 test " diningtable dog"
ntii_mns_1221340_624x544 train " horse"
cw_mte_48_624x544 train " dog"
war_herb_40_624x544 test " chair"
war_warsh_28_624x544 test " chair"
cw_lhm_lhm_18_624x544 test " diningtable"
nml_warg_wag_6259_624x544 train " horse"
som_scms_18_1995_30_624x544 test " horse"
not_ncmg_1893_75_624x544 validation " dog horse"
va_pc_2006aw0793_624x544 train " horse"
llr_lecc_l_f20_1935_17_0_624x544 train " horse"
sw_mtm_165_990_624x544 train " diningtable"
stf_stkmg_1960_fa_112_624x544 test " chair diningtable"
ny_yag_yorag_258_624x544 train " boat"
wyl_artl_l_0673_624x544 test " bird"
csf_fife_pcf_142_624x544 test " chair"
shef_msh_vis_4680_624x544 train " chair"
stf_stkmg_1989_fa_22_624x544 test " diningtable"
pka_hos_h5475_624x544 test " horse"
llr_lams_l_f9_1890_0_0_624x544 test " chair diningtable"
llr_lams_l_f8_1886_0_0_624x544 validation " chair diningtable"
stf_ih_1_624x544 test " chair"
ny_yag_yorag_245_624x544 train " cow sheep"
ny_yag_yorag_301_624x544 test " cow"
ny_yag_yorag_1143_624x544 train " cow"
sry_dkm_1023__624x544 train " dog"
nts_broe_73_101_624x544 validation " sheep"
lse_dpg_dpg334_624x544 train " sheep"
twms_lag_twcms_c10044_624x544 train " sheep"
shef_msh_vis_321_624x544 train " sheep"
es_tag_eastg1557_tb7_624x544 test " sheep"
nml_warg_wag_9569_624x544 train " sheep"
nml_warg_wag_134_624x544 test " sheep"
stf_nul_pac_180_88_624x544 train " cow sheep"
nml_warg_wag_9555_624x544 train " sheep"
nti_tyd_13754_624x544 test " sheep"
ny_mag_harag_364_624x544 test " cow sheep"
edii_rsa_1992_035_624x544 test " sheep"
lan_fyld_1_624x544 test " sheep"
ntiv_asct_1535103_624x544 train " sheep"
lsw_croy_m_1993_228b_624x544 test " sheep"
nml_warg_wag_9560_624x544 test " sheep"
stf_wag_op38_624x544 test " bird cow sheep"
ng_ng_ng2583_624x544 test " sheep"
ntiii_cal_290231_624x544 train " sheep"
nml_warg_wag_9565_624x544 test " sheep"
nti_stm_872120_624x544 test " sheep"
stf_walg_p12_76_624x544 train " cow horse"
stf_nul_pac_251_88_624x544 train " bird cow"
shef_msh_vis_1502_624x544 train " sheep"
llr_lams_l_f5_1887_0_0_624x544 train " cow"
ny_sktc_003_624x544 test " cow"
not_ncmg_1904_24_624x544 test " bird cow"
war_nmag_42_624x544 train " cow"
stf_sams_g95_007_0001_624x544 test " cow sheep"
stf_wag_op452_624x544 test " cow"
som_scms_51_1987_1_624x544 train " cow horse"
llr_lams_l_f7_1891_0_0_624x544 train " cow sheep"
war_leamg_171_624x544 train " dog horse"
ptb_torre_a254_624x544 train " horse"
som_hm_a5_624x544 train " horse"
ny_yag_yorcm_da1467_624x544 test " horse"
llr_awc_0226_624x544 train " horse"
war_solib_15_624x544 validation " boat"
llr_lcnug_1975_61_624x544 train " boat"
gla_gcu_gcu_woa_06_624x544 train " chair"
glw_sby_slg7_624x544 test " cow"
stf_ku_14_624x544 test " bird"
cuii_gic_566_624x544 train " chair"
nid_nics_1323_624x544 train " chair"
sw_uog_pcf_loan1_624x544 validation " chair"
sw_uog_loan_r106_624x544 test " chair"
dun_dagm_9_1989_624x544 test " chair"
sfk_ccm_r_1987_134_624x544 test " chair"
esx_ueclaa_489_624x544 test " chair"
stc_eds_minag_1998_22_624x544 train " chair"
dun_uodj_arts_2054_624x544 test " chair diningtable"
edi_city_cac_15_1988_624x544 test " chair"
edi_city_cac_2008_8_624x544 test " chair"
war_comp_12_624x544 train " dog"
glw_cbca_1967_179_624x544 train " horse"
ntiii_cal_290364_624x544 train " horse"
tate_tate_t02360_10_624x544 train " horse"
cw_rcm_truri_1958_44_624x544 test " boat"
va_pc_2006ag3565_624x544 test " dog"
cw_tcc_tcc_01_624x544 validation " diningtable"
war_warsh_49_624x544 train " chair diningtable"
ny_nrm_1976_9399_624x544 validation " diningtable"
war_rscc_52_624x544 test " chair diningtable"
cw_rcm_truri_1916_23_624x544 validation " chair diningtable"
war_smhc_3_624x544 test " diningtable"
cw_mte_23_624x544 train " chair diningtable"
war_warsh_27_624x544 test " chair"
not_uon_173_624x544 train " chair"
abd_ua_31920_624x544 test " chair diningtable"
abd_ua_30160_624x544 test " chair dog"
abd_ua_30150_624x544 train " chair"
ny_ymh_mhcpa_1770_1_624x544 test " diningtable"
ws_chf_004_008_624x544 validation " chair"
lw_narm_1014017_624x544 train " horse"
ny_nrm_1986_9438_624x544 test " horse train"
ny_yag_yorag_18_624x544 test " chair"
llr_lecc_l_f38_1968_0_0_624x544 train " chair"
stf_stcc_6_624x544 train " chair"
cw_nmm_865_624x544 validation " boat"
war_herb_221_624x544 train " boat diningtable"
war_leamg_283_624x544 train " boat"
mer_wgm_209g_624x544 train " bird"
che_cgm_1966_22_624x544 test " horse"
hrt_busmt_1991_81_98_624x544 test " horse"
esx_com_colem_1985_146_624x544 test " horse"
sry_suhm_shm1996_34_10reverse_624x544 test " horse"
llr_loom_w30_624x544 test " horse"
sry_suhm_shm1996_34_10_624x544 train " horse"
twms_lag_twcms_g4627_624x544 test " horse"
nml_warg_wag_9535_624x544 train " horse"
ery_fg_2005_5033_624x544 train " horse"
tate_tate_t02265_10_624x544 train " horse"
brm_bmag_1946p19_624x544 test " horse"
nml_warg_wag_9817_624x544 train " dog"
war_leamg_49_624x544 validation " dog horse"
nml_warg_wag_7626_624x544 test " dog"
sw_gv_gv1994_124_624x544 train " chair"
gla_hag_46426_624x544 validation " chair"
gmiii_phm_pcf60_624x544 train " horse"
nml_sud_wag_217_624x544 train " dog"
ci_jem_pw_0000_00115_624x544 train " dog"
ntii_wgma_1288969_624x544 test " dog"
wyl_artl_l_1543_624x544 train " boat"
cbr_wot_2011_23_2_624x544 test " sheep"
edii_nhsl_pcf_15_624x544 test " dog"
hmps_scag_1115_624x544 train " dog"
war_leamg_188_624x544 test " bird"
gmiii_mcag_1896_12_624x544 test " boat"
nts_brod_2009_563_2_624x544 train " sheep"
bbo_orh_jr57_624x544 test " boat"
llr_beauh_1_624x544 train " horse"
ntiii_ang_515543_624x544 train " boat"
ny_yag_yorag_248_624x544 test " boat"
llr_lams_l_f146_1964_0_0_624x544 train " boat"
ny_yag_yorag_745_624x544 train " diningtable"
bbo_ssga_04_624x544 train " diningtable"
ny_yag_yorag_854_b_624x544 test " boat"
ny_yag_yorag_pic013_624x544 train " boat"
ny_yag_yorag_828_624x544 test " horse"
llr_lams_y_f6_1997_0_0_624x544 train " dog horse"
col_gag_4104_624x544 test " diningtable"
ntii_rfoh_784667_624x544 test " dog"
ny_smg_603_624x544 validation " chair"
ny_wtb_pef102_624x544 train " diningtable"
ci_sfcg_jht_1984_01076_624x544 test " horse"
ci_sfcg_jht_1984_01057_624x544 train " horse"
ny_yma_444_624x544 test " chair"
not_ntmag_1997_277_624x544 test " diningtable"
gl_gm_2357_624x544 test " diningtable"
ptb_plm_plymg_1968_67_624x544 test " horse"
ny_smg_sag_513_624x544 train " boat"
dby_bxmag_dersb_b126_624x544 train " sheep"
bbo_hwm_90_624x544 test " sheep"
ws_ubo_008_035_624x544 train " horse"
lan_blag_1188_624x544 test " horse"
gmii_sahs_1949_100_624x544 test " horse"
war_comp_14_624x544 train " dog"
stf_nul_pac_151_88_624x544 test " dog horse"
ny_nrm_1996_7400_624x544 test " train"
ntii_mns_1221342_624x544 test " horse"
stf_sams_g97_009_0001_624x544 test " chair"
stf_cvr_2_624x544 train " train"
ny_mag_harag_1970_624x544 train " horse"
ny_yag_yorag_449_624x544 test " sheep"
glw_um_pcf10_624x544 test " boat"
ntiv_wadd_120_1995_624x544 test " dog"
pow_pow_2550_624x544 train " cow"
cw_rcm_truri_1000_273_624x544 validation " sheep"
ny_mag_harag_338_624x544 test " boat"
nlw_nlw_gcf02260_624x544 train " sheep"
cw_rcm_truri_1947_25_2_624x544 test " cow"
llr_lams_l_f2_1989_0_0b_624x544 test " chair diningtable"
stf_wag_op378_624x544 test " sheep"
nmm_nmmg_bhc1550_624x544 test " aeroplane"
ny_nrm_1978_1483_624x544 test " chair"
ny_yag_yorag_1148_624x544 test " diningtable"
ntv_necc_3_624x544 train " horse"
kt_ccmg_wmg_003_005_624x544 train " bird"
cw_rcm_truri_1000_62_624x544 test " boat"
nwm_scp_sco_fa_mm_004_624x544 train " boat"
ny_yag_yorag_1259_624x544 train " dog"
ny_yag_yorag_1443_624x544 test " boat"
gmii_sahs_1951_9_624x544 validation " boat"
abd_mmu_ag008017_624x544 train " boat"
abd_mmu_10201_624x544 test " bird"
cw_sit_18_624x544 validation " boat"
war_sbt_30_624x544 test " boat horse"
cw_rcm_truri_1920_45_624x544 train " boat horse"
stf_stkmg_1983_fa_1_1437_624x544 train " bird boat"
stf_stkmg_1987_fa_37_624x544 train " chair"
gmii_sahs_177_1971_624x544 train " horse"
che_nanm_1999_66_624x544 train " horse"
hsw_shcc_e2777_053_624x544 test " horse"
sfk_ccm_r_1936_86_15_624x544 train " horse"
ny_yag_yorcm_da1164_624x544 test " boat"
ny_nrm_1977_5776_624x544 test " boat"
stf_wag_op549_624x544 train " boat"
not_ncmg_1934_33_624x544 validation " boat"
ny_yag_yorag_309_624x544 test " boat"
stf_wag_op167_624x544 test " boat"
ny_yag_yorag_178_624x544 train " boat"
not_ncmg_1909_52_624x544 test " boat"
ntii_fcc_631114_624x544 test " boat"
syo_can_a_1938_624x544 train " boat"
twms_sag_twcms_b4944_624x544 test " boat"
twms_lag_twcms_g524_624x544 test " boat"
ny_yag_yorag_390_624x544 validation " boat"
not_ncmg_1890_1214_624x544 train " boat"
mer_sec_1005_624x544 validation " horse"
cw_rcm_truri_1928_48_624x544 validation " boat"
tate_tate_n02698_10_624x544 test " boat"
gac_gac_540_624x544 train " boat"
twms_sag_twcms_b6206_624x544 validation " boat"
twms_sag_twcms_b3238_624x544 test " boat"
wyl_lmg_032_02_624x544 test " boat"
ery_fg_2005_4907_624x544 test " boat"
ci_jem_sja_0000_00131_624x544 test " boat"
ny_yag_yorag_138_624x544 test " boat"
cw_nqh_19_624x544 validation " bird"
iwm_iwm_1299_624x544 validation " boat"
cw_wch_wch11_624x544 test " boat"
llr_ntlms_1970_056_624x544 test " boat dog"
ntiii_sudh_652417_624x544 train " boat"
dor_brc_t30_7_2007_2_624x544 validation " boat"
war_herb_149_624x544 validation " boat"
ntv_hap_148_624x544 test " boat"
ntv_hap_149_624x544 test " boat"
nsc_lac_lac023_624x544 test " boat"
ny_yag_yorag_778_624x544 train " bird boat"
va_pc_2006am1874_624x544 test " boat"
va_pc_2006ap9856_624x544 train " boat"
dor_dcma_art2325_624x544 train " boat"
nts_hail_21_60_624x544 test " boat"
nts_hail_21_15_624x544 train " boat"
ws_mmp_301_033_624x544 test " boat"
nwm_grh_0174_624x544 train " boat"
gla_cglc_pcf_1_624x544 test " boat"
ny_wtb_pef430_624x544 train " boat"
ny_ppa_027_624x544 train " boat"
war_nmag_46_624x544 train " bird"
ny_nrm_1996_7045_624x544 test " train"
cw_rcm_pcf_59_06_624x544 test " diningtable"
esx_bag_souag_ts919_624x544 test " boat"
llr_ntlms_1970_137_624x544 train " diningtable"
llr_lams_l_f454_1977_0_0_624x544 test " diningtable"
esx_com_colem_1972_125_624x544 train " cow horse"
acc_acc_ac_1374_624x544 test " boat"
ny_yag_yorag_384_624x544 test " diningtable"
twms_lag_twcms_g1305_624x544 test " dog"
dur_b_1984_7_624x544 train " sheep"
ny_you_649_624x544 train " boat"
